company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,source,source_count
Thai Sky Vision,Thailand,Authorized Dealer,Dock 2 AND Dock 3,Unknown,https://www.thaiskyvision.com/,https://www.facebook.com/ThaiSkyVision/,https://www.thaiskyvision.com/dji-dock-3,Official Website,https://www.facebook.com/ThaiSkyVision/,Social Media,High,Official DJI Enterprise distributor. Address: 94/14 Moo 4 Suksawat Road Phra Pradaeng District Samut Prakan. Phone: +66 88 585 2801. Provides training and after-sales service. Also offers other DJI Enterprise products including Matrice 400 and Matrice 4 Enterprise.,Claude,1
ATAY Mühendislik,Turkey,Authorized Dealer,Dock 2,1,https://ataymuhendislik.com,https://tr.linkedin.com/company/atay-muhendislik,https://ataymuhendislik.com/urun/dji-dock-2/,Product Listing,https://ataymuhendislik.com,Company Website,High,Engineering and technical services; authorized distributor for DJI Enterprise products,Claude,1
Airmim,Turkey,Authorized Dealer,Dock 2; Dock 3,2,https://airmim.com,https://tr.linkedin.com/company/airmim,https://airmim.com/urun/dji-dock-3/,Product Listing,https://airmim.com/urun/dji-dock-2/,Product Listing,High,Drone retailer; email: merhaba@airmim.com; phone: +90 (544) 355 65 02,Claude,1
Ayfoto,Turkey,Reseller,Dock 1; Dock 2,Unknown,https://www.ayfoto.com.tr,,https://www.ayfoto.com.tr/urun/dji-dock,Company Website,https://www.ayfoto.com.tr/urun/dji-dock-2-matrice-3td,Company Website,High,Turkish reseller with original DJI Dock and DJI Dock 2 bundle pages.,ChatGPT,1
DJI Enterprise (Turkey renewable energy case),Turkey,System Integrator,Dock 3,Unknown,https://enterprise.dji.com,https://www.linkedin.com/company/dji/,https://www.youtube.com/playlist?list=PLQMMtJkQxywtLKAOAp5hhCwopqLy5zZs0,Social Media Post,https://www.youtube.com/shorts/8A0G5i32AnY,Social Media Post,High,DJI Enterprise team leading Dock 3 deployments and telling the Turkey GÜRİŞ story as a flagship case of automated renewable energy inspections. ,Comet,1
DJI Enterprise Dealer Network (Turkey),Turkey,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/where-to-buy/enterprise-dealers,https://www.linkedin.com/company/dji/,https://www.dji.com/where-to-buy/enterprise-dealers,Company Website,https://enterprise-insights.dji.com/blog/top-features-of-dji-dock-2,Industry Article,High,"DJI's enterprise dealer locator and Dock 2/Dock 3 documentation list Turkey among supported countries, confirming official Dock availability via Turkish partners. ",Comet,1
GÜRİŞ,Turkey,Enterprise End-User,Dock 3,Unknown,https://www.guris.com.tr,https://www.linkedin.com/company/guris-insaat-ve-muhendislik-a-s/,https://www.youtube.com/watch?v=u0hwLpSEM8k,Social Media Post,https://www.linkedin.com/posts/dji_djienterprise-djidock3-turkey-activity-7401953987622842368-HIOZ,LinkedIn Post,High,"Turkish renewable energy operator using DJI Dock 3 and WTIP to automate wind and solar infrastructure inspections, improving safety and data quality across multiple sites. ",Comet,1
Karacasulu Dış Tic. A.Ş.,Turkey,Distributor,Dock 2,1,https://www.karacasulu.com,https://tr.linkedin.com/company/karacasulu,https://www.karacasulu.com/dock2/,Product Listing,https://www.karacasulu.com/dji/,Company Website,High,Official DJI distributor for consumer models; also known as Karfo Karacasulu,Claude,1
Klasfoto,Turkey,Authorized Dealer,DJI Dock (all models),Not specified,https://www.klasfoto.com.tr,https://tr.linkedin.com/company/klasfoto,https://www.klasfoto.com.tr/urun/dji-dock,Product Listing,https://www.klasfoto.com.tr/marka/dji,Company Website,High,Türkiye Yetkili Satıcısı (authorized distributor); offers same-day delivery,Claude,1
Kurumsal Drone,Turkey,Enterprise Distributor,DJI Dock (all models),Not specified,https://kurumsaldrone.com,https://tr.linkedin.com/company/kurumsal-drone,https://kurumsaldrone.com/,Company Website,https://kurumsaldrone.com/,Company Website,High,Official DJI Turkey Enterprise representative; prominent DJI Dock distributor,Claude,1
PEM Enerji San Tic A.Ş.,Turkey,Distributor,DJI Dock (Enterprise models),Not specified,https://pemenerji.com.tr,https://tr.linkedin.com/company/pemenerji,https://pemenerji.com.tr/,Company Website,https://pemenerji.com.tr/hakkimizda/,Company Website,High,Official DJI distributor for Enterprise Models; 20+ years in power electronics and energy sector; based in Ataşehir/İstanbul,Claude,1
Dronenet,United Arab Emirates,Reseller,Dock 2; Dock 3,Unknown,https://dronenet.ae,https://www.linkedin.com/company/dronenet-uae/,https://dronenet.ae/blogs/dock/dji-drone-dock-2,Industry Article,https://dronenet.ae/blogs/drones/dji,Industry Article,High,UAE online drone retailer promoting DJI Dock 2 and DJI Dock 3 as drone-in-a-box solutions for security and inspection.,Comet,1
Dubai Police,United Arab Emirates,Government End-User,Dock,Unknown,https://www.dubaipolice.gov.ae/,https://www.linkedin.com/company/dubai-police/,https://dronelife.com/2022/10/17/dubai-police-introduce-drone-in-a-box-for-faster-response-to-community/,Industry Article,https://www.dji.com/newsroom/news/dubai-police-becomes-a-dji-solution-development-partner,DJI Case Study,High,DJI Solution Development Partner. Operating drone-in-a-box systems. Uses AirHub platform with DJI Dock integration. Response times as low as 1:25.,Claude,1
Dynatech,United Arab Emirates,Authorized Dealer,Dock 2,Unknown,https://dynatech.ae,https://www.linkedin.com/company/dynatech-uae/,https://dynatech.ae/product/dji-dock-2-with-matrice-3td-m3td-bundle/,Company Website,, ,High,UAE drone technology supplier offering DJI Dock 2 with Matrice 3TD/M3TD bundles for automated inspections and security monitoring.,Comet,1
Advexure,United Kingdom,Authorized Dealer,Dock 1; Dock 2; Dock 3,Unknown,https://advexure.com,https://www.linkedin.com/company/advexure,https://advexure.com/products/dji-dock-2,Company Website,https://advexure.com/products/dji-dock-3-for-matrice-4d-and-4td,Company Website,High,Comprehensive drone solutions provider; all Dock models,Claude,1
AlphaGeo,United Kingdom,Authorized Dealer,Dock 1; Dock 2,Unknown,https://alphageouk.com,https://www.linkedin.com/company/alphageo-uk,https://alphageouk.com/products/dji-dock,Company Website,https://alphageouk.com/products/dji-dock-2,Company Website,High,Geospatial technology specialist; official UK distributor,Claude,1
Coptrz,United Kingdom,Authorized Dealer,Dock 1; Dock 2; Dock 3,Unknown,https://coptrz.com,https://www.linkedin.com/company/coptrz,https://coptrz.com/shop/drones/dji-dock-2/,Company Website,https://coptrz.com/shop/accessories-and-parts/dji-dock-3/,Company Website,High,Comprehensive DJI Dock retailer with educational resources,Claude,1
Hampshire and Isle of Wight Constabulary,United Kingdom,Government End-User,Dock 3,Unknown,https://www.hampshire.police.uk,https://www.linkedin.com/company/hampshire-police,https://www.heliguy.com/blogs/posts/police-trial-drones-as-first-responders/,Industry Article,https://theaviationist.com/2025/11/01/uk-police-deploying-drones-over-london-streets/,Industry Article,High,DFR trial with Matrice 4TD; Isle of Wight deployment,Claude,1
Komatsu Smart Construction,United Kingdom,Enterprise End-User,Dock 2,1,https://www.komatsu.eu/en/smart-construction,https://www.linkedin.com/company/komatsu-uk,https://www.heliguy.com/blogs/posts/dji-dock-installation-and-maintenance/,Industry Article,https://enterprise-insights.dji.com/blog/how-sk-hynix-uses-dji-dock-3-to-power-smarter-construction-site-management,DJI Case Study,High,UK's first official DJI Dock 2 demonstration site; construction site monitoring,Claude,1
Metropolitan Police Service,United Kingdom,Government End-User,Dock 3,1,https://www.met.police.uk,https://www.linkedin.com/company/metropolitan-police-service,https://dronexl.co/2025/10/22/london-police-drone-as-first-responder/,Industry Article,https://dronexl.co/2026/02/19/london-iphone-dji-drones,Industry Article,High,Islington Police station roof; Drone as First Responder program,Claude,1
Norfolk Police,United Kingdom,Government End-User,Dock 2,1,https://www.norfolk.police.uk,https://www.linkedin.com/company/norfolk-constabulary,https://www.heliguy.com/blogs/posts/police-trial-drones-as-first-responders/,Industry Article,https://dronedj.com/guides/dji-dock/,Industry Article,High,DFR trial deployment; national Home Office trial,Claude,1
Syndico Distribution,United Kingdom,Distributor,Dock 2; Dock 3,Unknown,https://syndico.net,https://www.linkedin.com/company/syndico-distribution-ltd,https://syndico.net/dji-dock-3/,Company Website,https://syndico.net/dji/drones/dji-dock2/,Company Website,High,Exclusive UK distributor for DJI Enterprise products,Claude,1
Team UAV,United Kingdom,Enterprise End-User; System Integrator,Dock 3,1,https://www.teamuav.uk,https://www.linkedin.com/company/team-uav,https://www.teamuav.uk/enterprise-solutions,Company Website,https://www.linkedin.com/posts/lewis-pritchard-team-uav-dock-3_,LinkedIn Post,High,DJI Enterprise Reseller; Dock 3 mounted on operational truck,Claude,1
Venari Group,United Kingdom,System Integrator,Dock 1,1,https://venari-group.com,https://www.linkedin.com/company/venari-group,https://www.heliguy.com/blogs/posts/heliguy-and-venari-to-unveil-new-drone-command-unit/,Industry Article,https://dronedj.com/2023/09/11/dji-dock-drone-vehicle-ford/,Industry Article,High,Custom Ford Transit drone command vehicle with integrated DJI Dock,Claude,1
Alaska Department of Transportation,United States,Government End-User,Dock 1,Unknown,https://dot.alaska.gov/,https://www.linkedin.com/company/alaska-department-of-transportation/,https://dronedj.com/2023/04/26/alaska-dot-dji-dock-m30/,Industry Article,https://dot.alaska.gov/comm/pressbox/arch2023/PR23-0016.shtml,Government Record,High,First autonomous DJI Dock mission in USA; testing for avalanche monitoring in Juneau,Claude,1
Candrone,United States,Authorized Dealer,Dock 2; Dock 3,Unknown,https://candrone.com/,https://www.linkedin.com/company/candrone/,https://candrone.com/collections/buy-dji-dock-2-in-north-america,Company Website,https://candrone.com/blogs/news/dji-dock-2,Company Website,High,North America's Dock 2 authorized dealer; satellite locations across Canada & USA; certified by DJI Enterprise,Claude,1
Dominion Drones,United States,Distributor,Dock 2,Unknown,https://www.dominiondrones.com,https://www.linkedin.com/company/dominion-drones/,https://www.dominiondrones.com/collections/dji-matrice-series?page=2,Company Website,https://www.dominiondrones.com/collections/vendors?page=7&q=dji,Company Website,High,US drone reseller listing DJI Dock 2 with Matrice 3D ready-to-fly kits in its DJI Matrice and vendor collections.,Comet,1
DroneDeploy,United States,Software Platform,Dock 1; Dock 2,Unknown,https://www.dronedeploy.com/,https://www.linkedin.com/company/dronedeploy/,https://dronedeploy.com/product/dock-automation,Company Website,https://help.dronedeploy.com/hc/en-us/articles/30927637908247-DJI-dock-provisioning-and-set-up,Company Website,High,Cloud-based drone data platform; DJI Dock automation integration; flight planning support,Claude,1
Dronefly,United States,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.dronefly.com/,https://www.linkedin.com/company/dronefly/,https://www.dronefly.com/collections/dji-dock-series,Company Website,https://www.dronefly.com/products/dji-dock-3,Company Website,High,Authorized dealer; 10+ years experience; serves government and enterprises; full dock product range,Claude,1
El Paso Police Department,United States,Government End-User,Dock 1; Dock 2; Dock 3,22,https://www.eppd.org/,https://www.linkedin.com/company/el-paso-police-department/,https://viewpoints.dji.com/blog/coordinated-from-above-how-el-pasos-drone-network-supports-citywide-emergency-response,DJI Case Study,https://dronedj.com/2025/08/26/texas-dji-public-safety-drone/,Industry Article,High,First citywide DJI Dock network in US; 22 docks deployed; response time reduced from 1 hour to minutes,Claude,1
El Paso Police Department,United States,Government End-User,Dock 1; Dock 2,22,https://elpasotexas.gov,,https://dronedj.com/2025/08/26/texas-dji-public-safety-drone/,Industry Article,https://dronexl.co/2025/08/26/dji-docks-el-paso-emergency-response-drone-dfr/,Industry Article,High,Public safety DFR program reported as operating 22 DJI Dock stations.,ChatGPT,1
Elk Grove Police Department,United States,Government End-User,Dock 1; Dock 2; Dock 3,3,https://elkgrove.gov/community-safety-programs-and-services/uas-drone-program,https://www.linkedin.com/company/elk-grove-police-department/,https://dronelife.com/2025/02/05/elk-grove-police-receive-first-faa-waiver-for-citywide-400-foot-drone-as-first-responder-operations/,Industry Article,https://www.police1.com/police-products/police-drones/calif-pd-launches-drone-as-a-first-responder-program,Industry Article,High,California; 3 docks citywide; covers 42 square miles; first FAA waiver for citywide 400-foot DFR operations; 1000+ flights,Claude,1
Enel Green Power,United States,Enterprise End-User,Dock 1,Unknown,https://www.enelgreenpower.com/,https://www.linkedin.com/company/enel-green-power/,https://raptormaps.com/blog-posts/first-ever-dji-dock-(-drone-in-a-box-)-solar-farm-inspection-conducted-in-north-america,Industry Article,https://enterprise-insights.dji.com/blog/dji-dock-solar-inspection-lessons-learned,DJI Case Study,High,"First utility-scale solar inspection in North America; 181 MWdc solar site in Texas; collaborated with DJI, Raptor Maps, UVT",Claude,1
FlytBase,United States,Software Platform,Dock 1; Dock 2; Dock 3,Unknown,https://www.flytbase.com/,https://www.linkedin.com/company/flytbase/,https://www.flytbase.com/dji-dock,Company Website,https://enterprise.dji.com/ecosystem/flytbase,DJI Case Study,High,Enterprise drone autonomy platform; primary DJI Dock automation software; FlightHub 2 integration,Claude,1
Forsyth County Sheriff's Office,United States,Government End-User,Dock 1,Unknown,https://www.forsythsheriff.org/,https://www.linkedin.com/company/forsyth-county-sheriff-office/,https://dronexl.co/2024/01/24/forsyth-county-sheriffs-office-dji-dock/,Industry Article,https://dronexl.co/2024/01/20/forsyth-countys-trial-drone-in-a-dock/,Industry Article,High,North Carolina agency; early adopter; among first 5 agencies globally testing DJI Dock; can deliver AEDs and Narcan,Claude,1
GenPac Drones,United States,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.genpacdrones.com/,https://www.linkedin.com/company/genpacdrones/,https://www.genpacdrones.com/product/dji-dock-2/,Company Website,https://www.genpacdrones.com/product/dji-dock-3/,Company Website,High,"Pacific Northwest distributor; enterprise focus; Fairview, OR location; utility/first responder focus",Claude,1
Gresco Unmanned Autonomous Solutions,United States,Reseller,Dock 1; Dock 2,Unknown,https://www.gresco.com/,https://www.linkedin.com/company/gresco-unmanned/,https://grescouas.com/item/FB-Enterprise_DJIDock2_3Y,Company Website,https://www.gresco.com/item/CP.EN.00000510.01,Company Website,High,USA-based UAS solutions provider; FlytBase integration; offers FlytBase licensing for DJI Dock,Claude,1
Hixon Manufacturing & Supply Co.,United States,Authorized Distributor,Dock 1; Dock 2,Unknown,https://www.hixonmfg.com/,https://www.linkedin.com/company/hixon-manufacturing--supply-co/,https://www.hixonmfg.com/home/dji-enterprise-distributor/,Company Website,https://enterprise.dji.com/find-a-dealer,DJI Case Study,High,Denver and Fort Collins locations; surveying/mapping/construction focus; direct DJI purchase,Claude,1
Las Vegas Metropolitan Police Department,United States,Government End-User,Dock 1; Dock 2; Dock 3,38,https://www.lvmpd.com/,https://www.linkedin.com/company/las-vegas-metropolitan-police-department/,https://dronedj.com/2025/08/26/las-vegas-police-drone-program/,Industry Article,https://www.police1.com/real-time-crime-center/photos-lvmpd-unveils-new-fusion-watch-center-drone-skyports,Industry Article,High,"38 dock drones at 13 skyports; largest drone program in US; 10,000+ missions in 2025; remote operation from Fusion Watch Center",Claude,1
Maverick Drone Systems,United States,Distributor,Dock 2,Unknown,https://www.maverickdrone.com,https://www.linkedin.com/company/maverick-drone-systems/,https://www.maverickdrone.com/products/dji-dock-2,Company Website,https://www.maverickdrone.com/products/dji-dock-2-matrice-3td-bundle,Company Website,High,US distributor of enterprise drone systems selling DJI Dock 2 and DJI Dock 2 + Matrice 3TD ready-to-fly bundles for security and inspection.,Comet,1
RMUS (Rocky Mountain Unmanned Systems),United States,Distributor,Dock 2,Unknown,https://www.rmus.com,https://www.linkedin.com/company/rmus-llc/,https://www.rmus.com/products/dji-dock-2-matrice-3d-and-matrice-3td,Company Website,https://www.rmus.com/collections/avss-parachutes,Company Website,High,North American enterprise drone distributor listing DJI Dock 2 with Matrice 3D/3TD packages and associated AVSS parachute systems for Dock 2 operations.,Comet,1
Raptor Maps,United States,Software Platform,Dock 1,Unknown,https://raptormaps.com/,https://www.linkedin.com/company/raptor-maps/,https://raptormaps.com/blog-posts/first-ever-dji-dock-(-drone-in-a-box-)-solar-farm-inspection-conducted-in-north-america,Company Website,https://enterprise.dji.com/ecosystem/raptor-maps,DJI Case Study,High,Solar asset management software partner; mission planning integration for DJI Dock; DJI ecosystem partner,Claude,1
Tecnicalis,United States,System Integrator,Dock 2; Dock 3,Unknown,https://tecnicalis.com/,https://www.linkedin.com/company/tecnicalis/,https://viewpoints.dji.com/blog/coordinated-from-above-how-el-pasos-drone-network-supports-citywide-emergency-response,DJI Case Study,https://www.prnewswire.com/news-releases/coordinated-from-above-how-el-paso-uses-dji-docks-for-citywide-emergency-response-and-more-302537653.html,Industry Article,High,El Paso FlightHub 2 On-Premises deployment partner; AWS GovCloud integration; DJI trusted technology partner,Claude,1
Volatus Aerospace,United States,System Integrator,Dock 3,Unknown,https://volatusaerospace.com/,https://www.linkedin.com/company/volatus-aerospace/,https://volatusdrones.com/products/volatus-aerospace-sentinel-dock-v1,Company Website,https://volatusdrones.com/products/dji-dock-3-with-matrice-4d-copy,Industry Article,High,Sentinel Dock V1 product; Dock 3 with M4D/M4DT; 24/7 security/inspection/emergency response solution,Claude,1
Volatus Drones,United States,Authorized Dealer,Dock 2; Dock 3,Unknown,https://volatusdrones.com/,https://www.linkedin.com/company/volatus-drones/,https://volatusdrones.com/collections/dji-dock-3,Company Website,https://volatusdrones.com/products/dji-dock-2,Company Website,High,North America's fastest-growing distributor; end-to-end drone mission support; Sentinel Dock offering,Claude,1
AppVision Australia,Australia,Distributor,Dock 1; Dock 2,Unknown,https://appvision.com.au,,https://appvision.com.au/index.php?id_product=991&rewrite=dji-matrice-350-rtk&controller=product,Company Website,https://appvision.com.au/index.php?id_product=992&rewrite=dji-matrice-350-rtk&controller=product,Company Website,Medium,Official DJI Enterprise Dealer; stocks DJI Dock models; contact: Chi Xu 0405 116 240 or chi.xu@appvision.com.au,Claude,1
Australian Agricultural Drones,Australia,Reseller,Dock 3,Unknown,https://www.ausagdrones.com.au,,https://www.ausagdrones.com.au/product-page/dji-dock-3-automated-drone-hanger,Company Website,https://www.ausagdrones.com.au/product-page/dji-dock-3-for-sale,Company Website,Medium,Brisbane-based agricultural drone specialist; stocks DJI Dock 3; supports farming operations and precision agriculture applications,Claude,1
Calidus Resources / West Coast Gold (Warrawoona Project),Australia,Enterprise End-User,Dock 2,Unknown,https://www.calidus.com.au,https://au.linkedin.com/company/calidusresourceslimited,https://im-mining.com/2024/03/28/rocketdna-ltd-seals-first-autonomous-xbot-contract-with-calidus-resources-subsidiary/,Industry Article,https://www.rocketdna.com/project/xbot-deployment-to-rio-tinto-gudai-darri-mine-site,DJI Case Study,Medium,ASX-listed gold mining company (now West Coast Gold after administration); deployed DJI Dock via RocketDNA at Warrawoona Project Blue Bar pit near Marble Bar WA; three-year contract for autonomous surveying and stockpile management,Claude,1
Camzilla,Australia,Authorized Retailer,Dock 2,Unknown,https://www.camzilla.com.au,,https://www.camzilla.com.au/dji-dock-2,Company Website,https://www.camzilla.com.au/about-us/,Company Website,Medium,DJI Authorised Australian Retailer and Repair Centre; located in Roseville NSW; operating since 2009,Claude,1
Carasel,Australia,Manufacturing Partner,Dock 2; Dock 3,Unknown,,,https://www.australianmanufacturing.com.au/sphere-expands-in-house-manufacturing-to-accelerate-hubx-devt/,Industry Article,https://dronedj.com/2025/03/11/sphere-hubx-dji-dock-3/,Industry Article,Medium,"Sydney-based manufacturing partner with Sphere Drones; precision sheet metal fabrication, robotic machining, powder coating; produces HubX and HubT platforms for Dock 2 and Dock 3; among first to test Dock 3",Claude,1
Drone Dock Australia,Australia,System Integrator,Dock 1,Unknown,https://www.dronedock.com.au,,https://www.dronedock.com.au/,Company Website,,,Medium,Australian drone-in-a-box specialist with DJI Dock-focused offering.,ChatGPT,1
Drone Shop Perth,Australia,Reseller,Dock 2; Dock 3,Unknown,https://droneshopperth.com.au,,https://droneshopperth.com.au/product/dji-dock-set-2-includes-dji-dock-bundle-for-m30t/,Company Website,https://droneshopperth.com.au/product-category/dji-dock/,Company Website,Medium,Located in Bayswater WA; premier DJI retailer; stocks DJI Dock Series 2 and 3; operated since 1982,Claude,1
Droneland Australia,Australia,Reseller,Dock 2,Unknown,https://www.droneland.au,https://au.linkedin.com/company/droneland-australia,https://www.droneland.au/dock2,Company Website,https://www.droneland.au/product-page/dji-matrice-3d,Company Website,Medium,Australian drone retail; developing DJI Dock 2 application in Deniliquin NSW for rice farm bird deterrence; supports BVLOS operations,Claude,1
Falcon UAV,Australia,Reseller,Dock 2; Dock 3,Unknown,https://falconuav.com.au,,https://falconuav.com.au/dji-dock-3/,Company Website,https://falconuav.com.au/dji-dock-2/,Company Website,Medium,Certified DJI regional partner serving Commercial and Defence industries; stocks both Dock 2 and Dock 3; provides drones and photogrammetry software,Claude,1
UASys Australia,Australia,Reseller,Dock 2,Unknown,https://uasys.com.au,,https://uasys.com.au/product/dji-dock-2/,Company Website,https://uasys.com.au/product/dji-matrice-3d/,Company Website,Medium,Australian UAS retailer; offers DJI Dock 2 with FlytBase integration and FlightHub 2 compatibility; supports Australian drone regulations,Claude,1
Avisum BV,Belgium,System Integrator,Dock 2,Unknown,https://avisum.pssurvey-groep.be,,https://avisum.pssurvey-groep.be/diensten/dji_dock_2/,Company Website,,,Medium,Belgian services firm with dedicated DJI Dock 2 solutions page.,ChatGPT,1
Giga PC Services,Belgium,Reseller,Unknown,Unknown,https://www.gigapc.be,Unknown,https://www.gigapc.be,Company Website,Unknown,Unknown,Medium,Beauraing-based DJI reseller since 2013. Sells recreational DJI drones and accessories. No specific DJI Dock evidence found in search results.,Claude,1
Navitronics,Belgium,Reseller,Unknown,Unknown,https://www.navitronics.be,Unknown,https://navitronics.be/,Company Website,Unknown,Unknown,Medium,DJI drone specialist in Rotselaar. Offers DJI products and services. Phone: +32478487685. Website mentions DJI but no specific DJI Dock evidence found in search results.,Claude,1
Van Mossel,Belgium,Distributor,Dock 3,Unknown,https://www.vanmossel.com/en,https://be.linkedin.com/company/vanmossel-belgie,https://droneport.eu/2025/05/15/droneland-introduces-belgiums-first-mobile-drone-hub-dji-dock-3-unlocking-new-opportunities-for-automated-and-remote-controlled-drone-operations/,Press Release,https://www.vanmossel.be/,Company Website,Medium,Automotive company partnering with DroneLand to distribute DJI Dock 3 solutions in Belgium. Large distribution network across Benelux.,Claude,1
Bee Drones,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.beedrones.com.br/,,https://www.beedrones.com.br/,Company Website,https://www.instagram.com/beedrones/,Social Media,Medium,Official DJI authorized reseller; founded 2011; physical store in Itu SP; online sales nationwide,Claude,1
Geomat,Brazil,Reseller,Dock 1,Unknown,https://geomat.com.br,,https://geomat.com.br/novos/dji-dock/,Company Website,,,Medium,Brazilian geospatial supplier with DJI Dock page.,ChatGPT,1
Lili Vendas,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.lilivendas.com.br/,,https://www.lilivendas.com.br/dji-dock-2-estacao-inteligente,E-Commerce,https://www.lilivendas.com.br/dji-dock/,Product Page,Medium,E-commerce retailer offering DJI Dock 2 and Dock products with competitive pricing,Claude,1
Premier Drones,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.premierdrones.com.br/,,https://www.premierdrones.com.br/dji-dock-2-com-matrice-3td,E-Commerce,https://www.premierdrones.com.br/,Company Website,Medium,DJI authorized reseller in Brazil,Claude,1
ASI Canada,Canada,Distributor/Channel Partner,Dock 2,Unknown,https://www.asipartner.com/,,https://www.asipartner.com/canada/partners/dji/dji-enterprise-dji-dock/,Company Website,,Company Website,Medium,Listed as DJI Enterprise partner for Dock systems in Canada,Claude,1
Agile Drone Services,Canada,Reseller,Dock 2,Unknown,https://agiledrones.ca,,https://agiledrones.ca/product/dji-dock-2/,Company Website,,,Medium,Canadian drone company listing DJI Dock 2.,ChatGPT,1
Eagleview Drones,Canada,Authorized Dealer,Dock 2,Unknown,https://eagleviewdrones.ca/,,https://eagleviewdrones.ca/products/dock-2,Company Website,,Company Website,Medium,Offers DJI Dock 2 product page,Claude,1
SpeedyDrone Canada,Canada,Authorized Dealer,Dock Series,Unknown,https://www.speedydrone.ca/,,https://www.speedydrone.ca/,Company Website,,Company Website,Medium,DJI Dealer in Toronto; mentions Dock Series products,Claude,1
Drohnen.de,Germany,Software Platform; Information Hub,Dock 1; Dock 2; Dock 3,Unknown,https://www.drohnen.de/,Not Found,https://www.drohnen.de/39944/dji-dock/,Industry Article,https://www.drohnen.de/58670/dji-dock-3-die-zukunft-autonomer-drohnenstationen-video/,Industry Article,Medium,"German drone information and news portal providing DJI Dock product information, reviews, and market updates for professionals.",Claude,1
Droneline.shop,Germany,Authorized Dealer,Dock 1; Dock 3,Unknown,https://droneline.shop/,Not Found,https://droneline.shop/products/dji-dock,Company Website,https://droneline.shop/products/dji-dock-3-ohne-aircraft-fernsteuersender,Company Website,Medium,German-based retailer specializing in DJI products including DJI Dock systems for professional drone operations.,Claude,1
Feuerwehr Timmendorfer Strand,Germany,Government End-User,Dock 2,Unknown,https://www.feuerwehren-gemeinde-timmendorfer-strand.de/Die-Wehren/Timmendorfer-Strand/Fahrzeuge-Technik-/Drohne-/,,https://enterprise-insights.dji.com/blog/how-drones-enhance-different-stages-of-a-water-rescue,DJI Case Study,https://www.drohne112.de/hall-of-fame.html,Company Website,Medium,Municipal fire service in Schleswig-Holstein piloting DJI Dock 2 water-rescue operations on the Baltic Sea together with Drohne112.de.,Comet,1
Studio-Ausrüstung.de,Germany,Authorized Dealer,Dock 1; Dock 3,Unknown,https://www.studio-ausruestung.de/,Not Found,https://www.studio-ausruestung.de/drohnen/matrice-m30-serie/10408/dji-dock-fuer-m30/m30t-drohne,Company Website,https://www.studio-ausruestung.de/sperrgueter-fuer-versandregel/13613/dji-dock-3-fuer-matrice-4d-4td,Company Website,Medium,German distributor of professional DJI drone equipment and accessories.,Claude,1
VGF (Verkehrsgesellschaft Frankfurt am Main),Germany,Enterprise End-User; Government End-User,Dock 1 (Implied),Unknown,https://www.vgf-ffm.de/en/,https://de.linkedin.com/company/vgfffm,https://droniq.de/en/projekte/verkehrsgesellschaft-frankfurt-vgf/,DJI Case Study,Not Found,Not Found,Medium,Frankfurt public transport company partnering with Droniq for DJI drone operations including infrastructure inspection and 3D surveying of overhead contact lines.,Claude,1
AerialClick,Italy,Authorized Reseller,Dock 2,Multiple,https://www.aerialclick.com/,,https://www.aerialclick.com/matrice-3d/703-dock-2-garanzia.html,Company Website,,,Medium,Official DJI reseller since 2016. Offers Dock 2 with Italian warranty from Nital. Also resells other leading drone brands.,Claude,1
GoCamera,Italy,Authorized Reseller,All models,Multiple,https://www.gocamera.it/,,https://www.gocamera.it/dji-store,Company Website,,,Medium,Largest and most active DJI community in Italy. Authorized DJI retailer. Reference as DJI Store partner.,Claude,1
ToscanaDrone,Italy,Authorized Retail Partner,Various DJI products,Multiple,https://www.toscanadrone.com/,,https://www.toscanadrone.com/it/blog/9-news/45-toscanadrone-e-dji-authorized-retail-store-italia.html,Blog Post,,,Medium,Operating since 2010. Professional drone service provider. Partner of DJI ARS (Rome and Milan official stores). Offers aerial photography and technical inspections.,Claude,1
Drone School Japan / 株式会社スカイロボット,Japan,DFR Service Provider,Dock 3,Unknown,https://skyrobot.co.jp,https://www.linkedin.com/company/skyrobot-co-ltd/,https://skyrobot.co.jp/droneschooljapan/newslist/page1205/,Industry Article,, ,Medium,"Drone School Japan (SkyRobot) publishes educational material on DJI Dock 3 and Matrice 4D/4TD for disaster response and emergency use, positioning itself as a Dock 3 training and solution provider. ",Comet,1
Drosatsu,Japan,Reseller,Dock 3,Unknown,https://drosatsu.jp,,https://drosatsu.jp/blogs/information/drosatsu-buy,Company Website,,,Medium,Japanese drone seller content explicitly mentioning DJI Dock 3 sales.,ChatGPT,1
RC Air Stage,Japan,Reseller,Dock 3,Unknown,https://www.rc-airstage.com,,https://www.rc-airstage.com/product_info.php/products_id/23186,Company Website,,,Medium,Japanese reseller listing DJI Dock 3.,ChatGPT,1
